ime,posred,vrsta,tip,leto,zemljisce,velikost,cena,agencija 
MISLINJA,Prodaja,Poslovni prostor,Kombiniran prostor,1907,130.0,100.0,58000.0,Studio Vida d.o.o.
MISLINJA,Prodaja,Hiša,Samostojna,1978,788.0,171.0,155000.0,Zasebna ponudba
"MISLINJA, FREKVENTNA LOKACIJA",Prodaja,Poslovni prostor,Kombiniran prostor,2011,300.0,634.0,220000.0,"SIMOBILIA nepremičnine, d.o.o."
"MISLINJA, POHORSKA CESTA",Prodaja,Hiša,Samostojna,1990,743.0,214.0,168000.0,"Center nepremičnin, Geoprojekt, Geodetske storitve, projektiranje, inženiring, nepremičnine d.o.o."
MISLINJSKA DOBRAVA,Prodaja,Vikend,Lesen,1984,924.0,130.0,40000.0,Zasebna ponudba
MISLINJSKA DOBRAVA,Prodaja,Poslovni prostor,Kombiniran prostor,1960,3026.0,985.0,300000.0,"DUTB, d.d."
"MISLINJSKA DOBRAVA, VELIKA MISLINJA 50",Prodaja,Hiša,Samostojna,1967,500.0,540.0,48000.0,Zasebna ponudba
MIŠJI DOL,Prodaja,Hiša,Dvojček,1980,2321.0,70.0,40000.0,"Portal nepremičnine, Dejan Grošelj s.p."
MIZNI DOL,Prodaja,Vikend,Bivalen,1978,495.0,100.0,105000.0,Dodoma d.o.o.
MIZNI DOL,Prodaja,Hiša,Samostojna,1978,495.0,100.0,95000.0,Akva d.o.o. PE nepremičnine
MIZNI DOL,Prodaja,Hiša,Samostojna,2012,937.0,142.4,199000.0,Akva d.o.o. PE nepremičnine
MLAJTINCI,Prodaja,Hiša,Samostojna,1955,1804.0,218.8,100000.0,Prima vista d.o.o.
MLAKA,Prodaja,Hiša,Samostojna,2004,941.0,242.9,210000.0,ALFA-INT nepremičnine d.o.o.
MLAKA,Prodaja,Poslovni prostor,Delavnica,1997,2232.0,300.0,260000.0,Elite nepremičnine d.o.o.
MLAKA PRI KRANJU,Prodaja,Hiša,Samostojna,2019,470.0,174.8,235000.0,"Marcen d.o.o., Ljubljana"
MLAKA PRI KRANJU,Prodaja,Hiša,Dvostanovanjska,1995,700.0,300.0,250000.0,"INF - ING nepremičnine, storitve, d.o.o."
MLAKA PRI KRANJU,Prodaja,Hiša,Dvojček,2012,481.0,313.8,285000.0,Agent 3091 d.o.o.
MLAKA PRI KRANJU,Prodaja,Hiša,Dvojček,2012,500.0,313.8,285000.0,Nepremičnine Kranj d.o.o.
MOČNA,Prodaja,Poslovni prostor,Večji poslovni kompleks,2011,43489.0,697.4,950000.0,D5 invest d.o.o.
MOČVIRJE,Prodaja,Hiša,Samostojna,1957,1979.0,148.2,39900.0,"Nepremičninska družba d.o.o., PE RE/MAX Vogal"
MODREJ,Prodaja,Poslovni prostor,Drugo,1800,279.0,96.3,45000.0,Renes d.o.o.
MODREJCE,Prodaja,Hiša,Samostojna,1985,,170.0,55000.0,Vilmar nepremičnine d.o.o.
"MODREJCE, DVIGNJENA, Z RAZGLEDOM NA JEZERO",Prodaja,Hiša,Samostojna,1870,2800.0,170.0,98000.0,ARTOURE Jana Dolenc s.p.
MOHORJE,Prodaja,Stanovanje,štirisobno,1932,2211.0,135.0,175000.0,Mezanin nepremičnine d.o.o.
MOJSTRANA,Prodaja,Hiša,Samostojna,1978,498.0,289.6,271000.0,Nepremičnina posredovanje d.o.o.
MOJSTRANA,Prodaja,Hiša,Samostojna,1978,507.0,302.0,271000.0,Zasebna ponudba
MOJSTRANA,Prodaja,Hiša,Samostojna,1978,507.0,302.0,271000.0,Roni nepremičnine d.o.o.
MOJSTRANA,Prodaja,Počitniški objekt,Hiša,1717,984.0,800.0,200000.0,"Nepremičninska družba d.o.o., PE RE/MAX Vogal"
MOJSTRANA,Prodaja,Poslovni prostor,Kombiniran prostor,1960,9112.0,1269.3,350000.0,"DUTB, d.d."
"MOJSTRANA, BELCA",Prodaja,Hiša,Samostojna,2017,8931.0,302.93,570000.0,FIN nepremičninsko posredovanje Robert Fekonja s.p.
"MOJSTRANA, SONČNA S POGLEDI V NASELJU",Prodaja,Hiša,Samostojna,1970,498.0,289.0,271000.0,"Nepremičninska družba d.o.o., PE RE/MAX Vogal"
"MOJSTRANA, V SREDIŠČU VASI",Prodaja,Hiša,Vrstna,1779,390.0,200.0,150000.0,Zasebna ponudba
MOKRONOG,Prodaja,Hiša,Samostojna,1960,816.0,87.0,55000.0,NNRN nepremičnine d.o.o. Novo mesto
MOKRONOG,Prodaja,Hiša,Samostojna,1989,3611.0,151.6,52000.0,Hiša nepremičnine 1 d.o.o.
MOKRONOG,Prodaja,Vikend,Zidan,1989,3611.0,151.6,52000.0,Hiša nepremičnine 1 d.o.o.
MOKRONOG,Prodaja,Hiša,Samostojna,1900,,223.3,37000.0,Hiša nepremičnine 1 d.o.o.
MOKRONOG,Prodaja,Poslovni prostor,Drugo,2008,1362.0,320.4,210000.0,"Oridom nepremičnine, Ivan Orešnik s.p."
"MOKRONOG, BELI GRIČ",Prodaja,Hiša,Samostojna,2008,22280.0,115.0,280000.0,"Nepremičnine Prijatelj, svetovanje in nepremičninsko posredovanje d.o.o."
"MOKRONOG, CENTER",Prodaja,Stanovanje,enoinpolsobno,1880,,51.0,37000.0,Zasebna ponudba
"MOKRONOG, CENTER",Prodaja,Stanovanje,dvoinpolsobno,1880,,65.5,52000.0,"FLEKS nepremičnine, Gregor Jarkovič s.p."
"MOKRONOG, CENTER",Prodaja,Poslovni prostor,Neživilska trgovina,1900,,223.3,37000.0,Hiša nepremičnine 1 d.o.o.
"MOKRONOG, OKOLICA",Prodaja,Hiša,Samostojna,2006,1361.0,202.5,87000.0,Hiša nepremičnine 1 d.o.o.
"MOKRONOG, PRELOGE",Prodaja,Poslovni prostor,Delavnica,2008,1000.0,240.0,190000.0,Nepis d.o.o.
MONTINJAN,Prodaja,Hiša,Samostojna,2011,984.0,289.0,550000.0,Fin dom d.o.o.
"MONTINJAN, NA ROBU MESTA",Prodaja,Hiša,Samostojna,2011,944.0,290.0,470000.0,"INVESTMOND nepremičnine, Edmond Petrovič s.p."
MORAVA,Prodaja,Hiša,Samostojna,1987,17031.0,132.0,65000.0,Zasebna ponudba
MORAVA,Prodaja,Hiša,Samostojna,1984,993.0,140.5,130000.0,Rocco nepremičnine d.o.o.
MORAVA,Prodaja,Hiša,Samostojna,2009,1009.0,300.0,40000.0,"PBO nepremičnine, Most inženiring d.o.o."
"MORAVA, KOČEVJE",Prodaja,Hiša,Samostojna,1927,649.0,101.0,50000.0,"PBO nepremičnine, Most inženiring d.o.o."
MORAVCI V SLOVENSKIH GORICAH,Prodaja,Vikend,Drugo,1800,3104.0,39.0,16000.0,Prips nepremičnine d.o.o.
MORAVCI V SLOVENSKIH GORICAH,Prodaja,Hiša,Samostojna,1982,5992.0,175.0,160000.0,"Nepremičninska družba d.o.o., PE RE/MAX Poetovio"
MORAVCI V SLOVENSKIH GORICAH,Prodaja,Poslovni prostor,Gostinski lokal,2004,7597.0,294.0,390000.0,Prips nepremičnine d.o.o.
MORAVCI V SLOVENSKIH GORICAH,Prodaja,Poslovni prostor,Gostinski lokal,2000,2404.0,689.0,270000.0,"Nepremičnine SV, Tomaž Poredoš s.p."
MORAVČE,Prodaja,Vikend,Zidan,1990,809.0,72.1,82000.0,Adria nepremičnine d.o.o.
MORAVČE,Prodaja,Stanovanje,triinpolsobno,1970,,75.6,114000.0,Mezanin nepremičnine d.o.o.
MORAVČE,Prodaja,Stanovanje,trisobno,1970,150.0,83.9,126000.0,Mezanin nepremičnine d.o.o.
MORAVČE,Prodaja,Hiša,Dvojček,2010,466.0,200.0,329000.0,KREATIVDOM d.o.o.
MORAVČE,Prodaja,Hiša,Samostojna,2007,383.0,248.0,239000.0,KREATIVDOM d.o.o.
MORAVČE,Prodaja,Hiša,Samostojna,2003,985.0,292.0,280000.0,APOLONIJ nepremičnine d.o.o.
MORAVČE PRI GABROVKI,Prodaja,Vikend,Zidan,1870,3331.0,94.0,33000.0,Zasebna ponudba
MORAVČE PRI GABROVKI,Prodaja,Hiša,Samostojna,1981,1066.0,130.0,89000.0,NeSta d.o.o.
MORAVČE PRI GABROVKI,Prodaja,Hiša,Samostojna,2017,2187.0,160.0,199000.0,NeSta d.o.o.
MORAVČE PRI GABROVKI,Prodaja,Hiša,Samostojna,1979,10185.0,480.0,155000.0,"Portal nepremičnine, Dejan Grošelj s.p."
"MORAVČE, KANDRSE 46A",Prodaja,Hiša,Samostojna,1990,572.0,284.0,125000.0,Zasebna ponudba
"MORAVČE, VINJE - POGLED NA GRADIŠKO JEZERO",Prodaja,Hiša,Samostojna,1895,10300.0,174.0,289000.0,DFI nepremičnine d.o.o.
"MORAVČE, VRHPOLJE PRI MORAVČAH",Prodaja,Stanovanje,dvoinpolsobno,1987,,60.2,65000.0,"Agenti Celje, AŽ&MB Nerad d.o.o."
"MORAVČE, VRHPOLJE PRI MORAVČAH",Prodaja,Hiša,Samostojna,1999,666.0,297.0,185000.0,DFI nepremičnine d.o.o.
"MORAVČE, ZALOG",Prodaja,Hiša,Samostojna,1993,738.0,147.7,129000.0,"Salomon nepremičnine, Anže Nahtigal, s.p."
"MORAVČE, ZALOG PRI MORAVČAH",Prodaja,Hiša,Dvojček,2019,563.0,140.0,248000.0,ALFA-INT nepremičnine d.o.o.
"MORAVČE, ZALOG PRI MORAVČAH",Prodaja,Hiša,Dvojček,2019,579.0,140.0,248000.0,ALFA-INT nepremičnine d.o.o.
MORAVSKE TOPLICE,Prodaja,Stanovanje,trisobno,2019,,69.86,83725.0,Atrium nepremičnine d.o.o.
MORAVSKE TOPLICE,Prodaja,Stanovanje,trisobno,2019,,69.86,83725.0,Atrium nepremičnine d.o.o.
MORAVSKE TOPLICE,Prodaja,Stanovanje,dvosobno,2019,86.0,73.4,193805.0,ABC nepremičnine d.o.o.
MORAVSKE TOPLICE,Prodaja,Stanovanje,trisobno,2019,82.0,73.7,189425.0,ABC nepremičnine d.o.o.
MORAVSKE TOPLICE,Prodaja,Stanovanje,trisobno,2018,76.0,73.7,169900.0,ABC nepremičnine d.o.o.
MORAVSKE TOPLICE,Prodaja,Stanovanje,trisobno,2019,,78.4,222275.0,ABC nepremičnine d.o.o.
MORAVSKE TOPLICE,Prodaja,Stanovanje,Drugo,2018,,86.7,214610.0,ABC nepremičnine d.o.o.
MORAVSKE TOPLICE,Prodaja,Stanovanje,Drugo,2018,,86.7,214610.0,ABC nepremičnine d.o.o.
MORAVSKE TOPLICE,Prodaja,Stanovanje,Drugo,2019,,86.7,220085.0,ABC nepremičnine d.o.o.
MORAVSKE TOPLICE,Prodaja,Stanovanje,Drugo,2018,,86.7,215705.0,ABC nepremičnine d.o.o.
MORAVSKE TOPLICE,Prodaja,Hiša,Dvojček,2007,400.0,104.0,35000.0,Zasebna ponudba
MORAVSKE TOPLICE,Prodaja,Hiša,Samostojna,1998,862.0,166.0,150000.0,"Nepremičninska družba, d.o.o., PE RE/MAX Premium"
MORAVSKE TOPLICE,Prodaja,Hiša,Samostojna,1982,2551.0,194.9,140000.0,"Nepremičnine Pomurje, IMERS Igor Meolic s.p."
MORAVSKE TOPLICE,Prodaja,Hiša,Samostojna,1984,3117.0,264.5,99000.0,ABC nepremičnine d.o.o.
"MORAVSKE TOPLICE, BLIŽINA TERM 3000",Prodaja,Stanovanje,Drugo,2018,,39.4,69990.0,"Elektron nepremičnine Vlasta Jeromel s.p., PE Slovenj Gradec"
"MORAVSKE TOPLICE, CENTER",Prodaja,Hiša,Samostojna,1982,1069.0,173.0,162000.0,Zasebna ponudba
"MORAVSKE TOPLICE, CENTER MORAVSKIH TOPLIC",Prodaja,Stanovanje,dvosobno,2019,,71.99,109500.0,"ASPI nepremičnine, posredovanje in storitve d.o.o."
"MORAVSKE TOPLICE, CENTER MORAVSKIH TOPLIC.",Prodaja,Stanovanje,dvosobno,2019,,67.98,101500.0,"ASPI nepremičnine, posredovanje in storitve d.o.o."
"MORAVSKE TOPLICE, DELAVSKA ULICA",Prodaja,Stanovanje,Apartma,2006,,31.2,59000.0,Posredovanje z nepremičninami in turizem Nigora Jakša s.p.
"MORAVSKE TOPLICE, DELAVSKA ULICA 12",Prodaja,Stanovanje,garsonjera,2003,,31.8,1227.0,PRO-REM d.o.o. - v likvidaciji
"MORAVSKE TOPLICE, DELAVSKA ULICA 12",Prodaja,Stanovanje,trisobno,2003,,70.4,981.0,PRO-REM d.o.o. - v likvidaciji
"MORAVSKE TOPLICE, DOLGA ULICA 94",Prodaja,Hiša,Samostojna,1978,5600.0,200.0,110000.0,Zasebna ponudba
"MORAVSKE TOPLICE, MORAVCI",Prodaja,Stanovanje,dvosobno,2019,47.0,97.49,68987.5,Atrium nepremičnine d.o.o.
"MORAVSKE TOPLICE, OKOLICA",Prodaja,Hiša,Samostojna,2003,1380.0,238.0,185000.0,Zasebna ponudba
"MORAVSKE TOPLICE, RUMIČEV BREG",Prodaja,Poslovni prostor,Gostinski lokal,1970,4859.0,307.2,290000.0,Dom M5 d.o.o.
"MORAVSKE TOPLICE, SONČNA OAZA OB TERMAH",Prodaja,Stanovanje,štirisobno,2018,,161.0,158000.0,Recal Media d.o.o.
"MORAVSKE TOPLICE, ZGORNJI DEL OBJEKTA, 4 - SOBNO",Prodaja,Hiša,Dvostanovanjska,2019,,161.0,158000.0,Recal Media d.o.o.
MORJE,Prodaja,Vikend,Bivalen,1980,1392.0,87.0,69900.0,Zasebna ponudba
MORJE,Prodaja,Hiša,Samostojna,1962,6167.0,120.0,125000.0,"Agenti nepremičninsko posredovanje, d.o.o."
MORJE,Prodaja,Poslovni prostor,Gostinski lokal,1991,635.0,146.0,108000.0,"Agenti nepremičninsko posredovanje, d.o.o."
MORJE,Prodaja,Hiša,Dvostanovanjska,1989,1208.0,300.0,250000.0,Zoro d.o.o.
MORJE,Prodaja,Hiša,Samostojna,2008,1160.0,324.7,350000.0,"Mojca nepremičnine, Galea Mojca Žižek s.p."
MOST NA SOČI,Prodaja,Počitniški objekt,Drugo,1963,3208.0,2091.0,1350000.0,"Agencia d.o.o., PE Obala"
MOST NA SOČI,Prodaja,Poslovni prostor,Večji poslovni kompleks,1960,7458.0,3170.0,1459000.0,RJ finance d.o.o.
"MOST NA SOČI, NASELJE POSTAJA",Prodaja,Hiša,Samostojna,2014,1778.0,170.0,250000.0,Zasebna ponudba
MOSTE,Prodaja,Stanovanje,trisobno,2008,,116.0,235000.0,Zasebna ponudba
MOSTE,Prodaja,Stanovanje,trisobno,2007,,116.6,235000.0,MESTO NEPREMIČNIN d.o.o.
MOSTE,Prodaja,Stanovanje,trisobno,1850,,141.66,118000.0,Mezanin nepremičnine d.o.o.
MOSTE,Prodaja,Stanovanje,štirisobno,1850,,149.0,118000.0,Mreža nepremičnin d.o.o.
MOSTE,Prodaja,Hiša,Dvostanovanjska,1850,103.0,201.2,190000.0,Mezanin nepremičnine d.o.o.
MOSTE,Prodaja,Hiša,Trojček,2005,418.0,203.0,260000.0,Koncepti d.o.o.
MOSTE,Prodaja,Hiša,Samostojna,1900,2586.0,362.0,290000.0,MESTO NEPREMIČNIN d.o.o.
MOSTE,Prodaja,Hiša,Samostojna,1930,2277.0,450.0,342000.0,Makler Bled d.o.o.
MOSTE,Prodaja,Posest,Za investicijo,1930,,2277.0,342000.0,Makler Bled d.o.o.
"MOSTE, PRI ŽIROVNICI",Prodaja,Hiša,Samostojna,1964,832.0,300.0,250000.0,Zasebna ponudba
"MOSTE, SONČNA S POGLEDI",Prodaja,Hiša,Samostojna,2005,402.0,375.0,360000.0,"Nepremičninska družba d.o.o., PE RE/MAX Vogal"
"MOSTE, ZGORNJE",Prodaja,Hiša,Samostojna,1984,943.0,218.0,265000.0,Zasebna ponudba
MOSTEC,Prodaja,Stanovanje,trisobno,2002,5021.0,91.7,375000.0,"BAZA, posredovanje v prometu z nepremičninami, Brina Sotlar s.p."
MOSTEC,Prodaja,Hiša,Vrstna,2001,155.0,195.0,603000.0,Zasebna ponudba
"MOSTEC, 2. VHOD",Prodaja,Garaža,Parkirno mesto,2001,,12.5,20000.0,Zasebna ponudba
"MOSTEC, OB KOSEŠKEM BAJERJU",Prodaja,Stanovanje,petsobno,2002,,145.8,435000.0,Zasebna ponudba
"MOSTEC, OB KOSEŠKEM BAJERJU - Z ATRIJEM",Prodaja,Stanovanje,trisobno,2002,51.0,91.7,375000.0,Zasebna ponudba
"MOSTEC, ŠIŠKA, BLIŽINA MOSTECA",Prodaja,Stanovanje,trisobno,1960,,62.5,139900.0,Larimar nepremičnine d.o.o.
MOSTJE,Prodaja,Hiša,Samostojna,1945,2705.0,124.4,55000.0,Prima vista d.o.o.
MOSTJE,Prodaja,Hiša,Samostojna,1980,5360.0,203.0,45000.0,Zasebna ponudba
MOSTJE,Prodaja,Hiša,Dvostanovanjska,1973,,250.0,60000.0,Zasebna ponudba
MOŠČANCI,Prodaja,Hiša,Samostojna,1948,2263.0,182.6,39000.0,"RE/MAX Pomurje, PRO-BEL, d.o.o."
MOŠKANJCI,Prodaja,Hiša,Samostojna,1985,996.0,140.0,100000.0,NEPREMIČNINE 1A d.o.o.
MOŠKANJCI,Prodaja,Hiša,Samostojna,1976,2579.0,223.0,149000.0,"M nepremičnine, Milena Jančič s.p."
"MOŠKANJCI, GORIŠNICA",Prodaja,Hiša,Samostojna,1949,1230.0,72.0,59000.0,"M nepremičnine, Milena Jančič s.p."
MOŠNJE,Prodaja,Stanovanje,trisobno,2018,,68.9,175000.0,Adut nepremičnine d.o.o.
MOŠNJE,Prodaja,Stanovanje,trisobno,2018,,68.9,175000.0,Nepremičnine Kranj d.o.o.
MOŠNJE,Prodaja,Stanovanje,trisobno,2018,,112.8,215000.0,Adut nepremičnine d.o.o.
"MOŠNJE, RADOVLJICA",Prodaja,Stanovanje,trisobno,2018,,68.9,175000.0,"SiPD, nepremičnine in razvoj, d.o.o."
"MOŠNJE, RADOVLJICA",Prodaja,Stanovanje,štirisobno,2018,,112.8,215000.0,"SiPD, nepremičnine in razvoj, d.o.o."
MOTA,Prodaja,Hiša,Samostojna,1968,1713.0,110.0,49000.0,Prips nepremičnine d.o.o.
MOTNIK,Prodaja,Hiša,Samostojna,1890,1022.0,100.0,54950.0,Media nepremičnine d.o.o.
MOTNIK,Prodaja,Hiša,Samostojna,1850,823.0,248.0,53000.0,MKA nepremičnine d.o.o.
MOTNIK,Prodaja,Hiša,Samostojna,1850,895.0,248.0,49800.0,Media nepremičnine d.o.o.
"MOTNIK, BLIŽINA AC PRIKLJUČKA TROJANE",Prodaja,Hiša,Samostojna,1850,823.0,248.0,53000.0,Rocco nepremičnine d.o.o.
"MOTNIK, MIRNA LOKACIJA",Prodaja,Hiša,Samostojna,1890,1020.0,100.0,58000.0,Rocco nepremičnine d.o.o.
MOTOVILCI,Prodaja,Hiša,Samostojna,1870,7000.0,200.0,50000.0,Zasebna ponudba
MOTVARJEVCI,Prodaja,Hiša,Samostojna,2008,1650.0,130.0,55950.0,Novi list d.o.o.
MOZELJ,Prodaja,Hiša,Samostojna,1981,1559.0,60.0,34000.0,Last in posest d.o.o.
MOZIRJE,Prodaja,Poslovni prostor,Pisarna,2006,,31.5,25200.0,"Janko nepremičnine, Ema Janko s.p."
MOZIRJE,Prodaja,Vikend,Lesen,1976,2103.0,42.0,69900.0,"Janko nepremičnine, Ema Janko s.p."
MOZIRJE,Prodaja,Stanovanje,dvosobno,2018,,55.8,91500.0,HABIT d.o.o.
MOZIRJE,Prodaja,Stanovanje,trisobno,1975,,64.3,85000.0,"Janko nepremičnine, Ema Janko s.p."
MOZIRJE,Prodaja,Stanovanje,štirisobno,2018,,83.1,150000.0,HABIT d.o.o.
MOZIRJE,Prodaja,Stanovanje,trisobno,2018,,86.3,137500.0,HABIT d.o.o.
MOZIRJE,Prodaja,Stanovanje,trisobno,2018,,86.6,137500.0,HABIT d.o.o.
MOZIRJE,Prodaja,Stanovanje,štirisobno,2018,,93.0,150000.0,HABIT d.o.o.
MOZIRJE,Prodaja,Stanovanje,štirisobno,2018,,93.0,150000.0,HABIT d.o.o.
MOZIRJE,Prodaja,Stanovanje,štirisobno,2018,,94.0,150000.0,HABIT d.o.o.
MOZIRJE,Prodaja,Stanovanje,štirisobno,2018,,94.0,150000.0,HABIT d.o.o.
MOZIRJE,Prodaja,Stanovanje,štirisobno,2017,,96.0,150000.0,"Janko nepremičnine, Ema Janko s.p."
MOZIRJE,Prodaja,Stanovanje,štirisobno,2018,,107.5,170000.0,HABIT d.o.o.
MOZIRJE,Prodaja,Stanovanje,štirisobno,2018,,107.6,170000.0,HABIT d.o.o.
MOZIRJE,Prodaja,Stanovanje,štirisobno,2018,,121.8,180000.0,HABIT d.o.o.
MOZIRJE,Prodaja,Stanovanje,štirisobno,2018,,122.1,180000.0,HABIT d.o.o.
MOZIRJE,Prodaja,Hiša,Samostojna,1985,494.0,194.0,145000.0,"Nepremičninska družba, d.o.o., PE RE/MAX Premium"
MOZIRJE,Prodaja,Hiša,Samostojna,1978,1325.0,226.0,90000.0,Zasebna ponudba
MOZIRJE,Prodaja,Hiša,Samostojna,2016,787.0,343.6,555000.0,"Podjetniško in poslovno svetovanje, Matej Kranjc s.p."
MOZIRJE,Prodaja,Hiša,Samostojna,1878,22000.0,570.0,980000.0,LJUBLJANA NEPREMIČNINE d.o.o.
MOZIRJE,Prodaja,Poslovni prostor,Kombiniran prostor,1800,362.0,725.0,320000.0,"Nepremičninska družba, d.o.o., PE RE/MAX Premium"
MOZIRJE,Prodaja,Poslovni prostor,Večji poslovni kompleks,1960,2308.0,1309.0,290000.0,"Janko nepremičnine, Ema Janko s.p."
"MOZIRJE, CENTER",Prodaja,Poslovni prostor,Pisarna,1800,,43.2,35000.0,Sberbank banka d.d.
"MOZIRJE, CENTER",Prodaja,Poslovni prostor,Pisarna,1800,,49.85,39880.0,Sberbank banka d.d.
"MOZIRJE, CENTER",Prodaja,Stanovanje,trisobno,1800,,100.8,99000.0,Sberbank banka d.d.
"MOZIRJE, LOKE PRI MOZIRJU",Prodaja,Hiša,Samostojna,1979,1523.0,172.0,280000.0,"Salomon nepremičnine, Anže Nahtigal, s.p."
"MOZIRJE, PODROŽNIK",Prodaja,Stanovanje,štirisobno,2019,,93.0,150000.0,"Janko nepremičnine, Ema Janko s.p."
"MOZIRJE, SAVINJSKA CESTA 22",Prodaja,Stanovanje,trisobno,1983,,78.2,69200.0,Občina Mozirje
"MOZIRJE, UPRAVNI CENTER",Prodaja,Poslovni prostor,Pisarna,2006,,63.0,42000.0,"Abstract nepremičnine, Igor Kerin s.p."
MOŽJANCA,Prodaja,Hiša,Samostojna,1850,203.0,62.0,150000.0,Fesst nepremičnine d.o.o.
MRČNA SELA,Prodaja,Hiša,Samostojna,1980,23270.0,130.0,30000.0,"FLEKS nepremičnine, Gregor Jarkovič s.p."
MRZLAVA VAS,Prodaja,Vikend,Zidan,1972,588.0,104.4,59000.0,TA-BU nepremičnine d.o.o.
MRZLAVA VAS,Prodaja,Vikend,Zidan,1986,573.0,120.0,69000.0,NNRN nepremičnine d.o.o. Novo mesto
MRZLAVA VAS,Prodaja,Hiša,Samostojna,1995,6810.0,154.2,140000.0,Nepremičnine-Sanja Radivojević s.p.
MRZLAVA VAS,Prodaja,Hiša,Samostojna,1907,20000.0,200.0,165000.0,Zasebna ponudba
MRZLAVA VAS,Prodaja,Hiša,Samostojna,1990,2590.0,424.0,380000.0,"Nepremičninska družba d.o.o., PE RE/MAX Vogal"
"MRZLAVA VAS, MRZLAVSKI GAJ",Prodaja,Hiša,Samostojna,1982,573.0,120.0,69000.0,Zasebna ponudba
"MRZLI LOG, V NARAVI",Prodaja,Hiša,Samostojna,1982,600.0,140.0,59000.0,Vilmar nepremičnine d.o.o.
MULJAVA,Prodaja,Hiša,Dvojček,2010,500.0,186.77,135000.0,"GB nepremičnine, Goran Barišić s.p."
MULJAVA,Prodaja,Hiša,Dvojček,2010,500.0,198.77,135000.0,"GB nepremičnine, Goran Barišić s.p."
MURGLE,Prodaja,Poslovni prostor,Prostor za storitve,1992,,24.9,59000.0,"Stoja trade, d.o.o., Ljubljana"
MURGLE,Prodaja,Hiša,Samostojna,1969,209.0,85.0,398000.0,Zasebna ponudba
MURGLE,Prodaja,Hiša,Vrstna,1965,220.0,86.1,335000.0,Mezanin nepremičnine d.o.o.
MURGLE,Prodaja,Hiša,Atrijska,1978,382.0,98.6,473000.0,ABC nepremičnine d.o.o.
MURGLE,Prodaja,Stanovanje,trisobno,2020,1.0,101.62,455903.0,"Stoja trade, d.o.o., Ljubljana"
MURGLE,Prodaja,Stanovanje,štirisobno,2020,1.0,109.06,493467.0,"Stoja trade, d.o.o., Ljubljana"
MURGLE,Prodaja,Stanovanje,štirisobno,2020,1.0,109.55,504206.0,"Stoja trade, d.o.o., Ljubljana"
MURGLE,Prodaja,Hiša,Atrijska,1983,294.0,140.0,440000.0,"STAN nepremičnine d.o.o., Ljubljana"
MURGLE,Prodaja,Hiša,Dvojček,2010,315.0,150.0,629000.0,LJUBLJANA NEPREMIČNINE d.o.o.
MURGLE,Prodaja,Stanovanje,štirisobno,2020,1.0,191.24,766343.0,"Stoja trade, d.o.o., Ljubljana"
MURGLE,Prodaja,Stanovanje,štirisobno,2020,226.0,372.78,742321.0,"Stoja trade, d.o.o., Ljubljana"
"MURGLE, LJ.",Prodaja,Stanovanje,trisobno,2020,,90.18,455903.0,IMI Stil d.o.o.
"MURGLE, LJ.",Prodaja,Stanovanje,štirisobno,2020,,97.98,493467.0,IMI Stil d.o.o.
"MURGLE, LJ.",Prodaja,Stanovanje,štirisobno,2020,,107.46,588314.0,IMI Stil d.o.o.
"MURGLE, LJ.",Prodaja,Stanovanje,štirisobno,2020,,109.38,766343.0,IMI Stil d.o.o.
"MURGLE, LJ.",Prodaja,Stanovanje,štirisobno,2020,,122.02,775700.0,IMI Stil d.o.o.
"MURGLE, LJ.",Prodaja,Stanovanje,petsobno,2020,,133.93,661893.0,IMI Stil d.o.o.
"MURGLE, LJ.",Prodaja,Stanovanje,štirisobno,2020,,140.94,742321.0,IMI Stil d.o.o.
"MURGLE, TPC - CESTA V MESTNI LOG55",Prodaja,Poslovni prostor,Neživilska trgovina,1992,,44.7,66000.0,Kvadratni meter d.o.o.
MURSKA SOBOTA,Prodaja,Stanovanje,garsonjera,1976,,31.3,28000.0,FISA nepremičnine d.o.o.
MURSKA SOBOTA,Prodaja,Stanovanje,garsonjera,1965,,34.9,45900.0,"Nepremičnine Pomurje, IMERS Igor Meolic s.p."
MURSKA SOBOTA,Prodaja,Poslovni prostor,Drugo,2003,,39.0,7300.0,"Nepremičnine Pomurje, IMERS Igor Meolic s.p."
MURSKA SOBOTA,Prodaja,Stanovanje,enosobno,1976,,39.0,39900.0,"Nepremičnine Pomurje, IMERS Igor Meolic s.p."
MURSKA SOBOTA,Prodaja,Stanovanje,enosobno,1975,,39.4,41000.0,FISA nepremičnine d.o.o.
MURSKA SOBOTA,Prodaja,Poslovni prostor,Gostinski lokal,1997,,41.2,42000.0,FISA nepremičnine d.o.o.
MURSKA SOBOTA,Prodaja,Stanovanje,dvosobno,1979,,53.3,53000.0,FISA nepremičnine d.o.o.
MURSKA SOBOTA,Prodaja,Stanovanje,dvosobno,1976,,54.2,62000.0,ABC nepremičnine d.o.o.
MURSKA SOBOTA,Prodaja,Stanovanje,dvosobno,1989,,56.9,74900.0,ABC nepremičnine d.o.o.
MURSKA SOBOTA,Prodaja,Stanovanje,dvosobno,1962,,58.0,49900.0,"Nepremičnine Pomurje, IMERS Igor Meolic s.p."
MURSKA SOBOTA,Prodaja,Stanovanje,dvosobno,2018,,61.0,93075.0,"GRAL REAL, nepremičninska agencija, d.o.o. "
MURSKA SOBOTA,Prodaja,Stanovanje,dvosobno,2017,,61.29,93075.0,Tohom d.o.o.
