ime,posred,vrsta,tip,leto,zemljisce,velikost,cena,agencija,regija 
TABOR,Prodaja,Poslovni prostor,Drugo,1980,,94.2,800.0,"Agenti nepremičninsko posredovanje, d.o.o.",podravska
TABOR,Prodaja,Poslovni prostor,Gostinski lokal,1980,,96.1,75000.0,K2 finance d.o.o.,podravska
TABOR,Prodaja,Stanovanje,triinpolsobno,2009,,103.0,198000.0,Rojal invest d.o.o.,podravska
TABOR,Prodaja,Poslovni prostor,Prostor za storitve,1998,,107.0,108000.0,"PE DUAL nepremičnine, Urška Lebreht s.p.",podravska
TABOR,Prodaja,Poslovni prostor,Prostor za storitve,1850,,133.5,57000.0,Agencija i3 d.o.o.,podravska
TABOR,Prodaja,Hiša,Dvostanovanjska,1929,229.0,150.0,193000.0,"C-nep agencija, d.o.o.",podravska
TABOR,Prodaja,Poslovni prostor,Gostinski lokal,1920,,150.0,670000.0,Atrium nepremičnine d.o.o.,podravska
TABOR,Prodaja,Hiša,Samostojna,2012,638.0,182.3,390000.0,"RE/MAX Avenija, Nepremičnine Maribor d.o.o.",podravska
TABOR,Prodaja,Hiša,Samostojna,1980,1466.0,208.0,330000.0,Dodoma d.o.o.,podravska
TABOR,Prodaja,Hiša,Samostojna,1920,763.0,217.6,349000.0,Dodoma d.o.o.,podravska
TABOR,Prodaja,Poslovni prostor,Kombiniran prostor,1920,763.0,217.6,349000.0,Dodoma d.o.o.,podravska
TABOR,Prodaja,Hiša,Samostojna,1935,300.0,225.0,209000.0,"C-nep agencija, d.o.o.",podravska
TABOR,Prodaja,Hiša,Samostojna,1958,703.0,276.0,199000.0,"C-nep agencija, d.o.o.",podravska
TABOR,Prodaja,Hiša,Samostojna,1940,772.0,308.7,250000.0,"C-nep agencija, d.o.o.",podravska
TABOR,Prodaja,Hiša,Drugo,1880,580.0,382.1,239000.0,"C-nep agencija, d.o.o.",podravska
TABOR,Prodaja,Poslovni prostor,Kombiniran prostor,1920,910.0,383.0,350000.0,"C-nep agencija, d.o.o.",podravska
TABOR,Prodaja,Poslovni prostor,Večji poslovni kompleks,1964,,430.2,270000.0,"DUTB, d.d.",podravska
TABOR,Prodaja,Poslovni prostor,Večji poslovni kompleks,1964,,554.0,242000.0,"DUTB, d.d.",podravska
TABOR,Prodaja,Poslovni prostor,Neživilska trgovina,1978,,625.0,390000.0,"Agenti nepremičninsko posredovanje, d.o.o.",podravska
TABOR,Prodaja,Hiša,Drugo,1880,9478.0,675.0,1390000.0,"C-nep agencija, d.o.o.",podravska
TABOR,Prodaja,Poslovni prostor,Neživilska trgovina,1970,,737.4,480000.0,"MOJ DOMEK, d.o.o., PE Grajski trg",podravska
TABOR,Prodaja,Poslovni prostor,Drugo,2008,526.0,785.5,1100000.0,"Agenti nepremičninsko posredovanje, d.o.o.",podravska
TABOR,Prodaja,Poslovni prostor,Večji poslovni kompleks,1958,54336.0,794.7,690000.0,"C-nep agencija, d.o.o.",podravska
TABOR,Prodaja,Poslovni prostor,Kombiniran prostor,1958,,1014.0,350000.0,"C-nep agencija, d.o.o.",podravska
TABOR,Prodaja,Poslovni prostor,Kombiniran prostor,1955,8015.0,8126.0,2000000.0,"DUTB, d.d.",podravska
"TABOR, BETNAVSKA CESTA",Prodaja,Stanovanje,dvosobno,2000,,123.0,154000.0,Zasebna ponudba,podravska
"TABOR, BETNAVSKA CESTA",Prodaja,Hiša,Samostojna,2014,350.0,200.0,395000.0,Zasebna ponudba,podravska
"TABOR, BLIZU DVORANE",Prodaja,Hiša,Dvostanovanjska,1920,470.0,91.0,169000.0,"INSA d.o.o., Europark Maribor",podravska
"TABOR, DALMATINSKA ULICA",Prodaja,Stanovanje,trisobno,1963,,66.3,79900.0,"INSA d.o.o., Europark Maribor",podravska
"TABOR, DALMATINSKA ULICA",Prodaja,Stanovanje,trisobno,1963,,66.3,79900.0,"INSA d.o.o., Europark Maribor",podravska
"TABOR, LJUBLJANSKA ULICA",Prodaja,Stanovanje,dvoinpolsobno,1968,,68.0,20000.0,"Rodman MGM d.o.o., PE nepremičnine",podravska
"TABOR, MAGDALENA II",Prodaja,Poslovni prostor,Ordinacija,2008,,103.2,170800.0,"INSA d.o.o., Europark Maribor",podravska
"TABOR, MAGDALENA, ŽOLGARJEVA",Prodaja,Garaža,Parkirno mesto,2007,,12.6,7500.0,Zasebna ponudba,podravska
"TABOR, MARIBOR",Prodaja,Stanovanje,enosobno,1970,,42.3,58000.0,"RE/MAX Avenija, Nepremičnine Maribor d.o.o.",podravska
"TABOR, MARIBOR",Prodaja,Hiša,Samostojna,2012,638.0,182.3,390000.0,"Idila nepremičnine, Damijan Kokol s.p.",podravska
"TABOR, MARIBOR, GORKEGA ULICA",Prodaja,Poslovni prostor,Gostinski lokal,1964,,81.2,155000.0,"BR nepremičnine,d.o.o.",podravska
"TABOR, MARIBOR, RADVANJE",Prodaja,Stanovanje,trisobno,2009,,84.4,139000.0,"BR nepremičnine,d.o.o.",podravska
"TABOR, NEPOS. BLIŽINA MERCATOR CENTRA",Prodaja,Garaža,Parkirno mesto,2008,,12.5,3904.0,"INSA d.o.o., Europark Maribor",podravska
"TABOR, RADVANJSKA CESTA",Prodaja,Stanovanje,trisobno,1948,113.0,69.3,86000.0,"BR nepremičnine,d.o.o.",podravska
"TABOR, RADVANJSKA CESTA 45",Prodaja,Stanovanje,enoinpolsobno,1936,1000.0,45.0,40000.0,Zasebna ponudba,podravska
"TABOR, REGENTOVA ULICA",Prodaja,Stanovanje,dvosobno,1980,,55.0,69900.0,Zasebna ponudba,podravska
"TABOR, UREJENA SOSESKA, 4 MIN OD CENTRA",Prodaja,Poslovni prostor,Pisarna,1904,703.0,417.44,445000.0,Kraft & Werk d.o.o.,podravska
"TABOR, V BLIŽINI MAGDALENSKEGA PARKA",Prodaja,Stanovanje,trisobno,1920,,257.0,409000.0,24nep d.o.o.,podravska
"TABOR, ZAČETEK VALVAZORJEVE",Prodaja,Stanovanje,dvosobno,1975,,56.91,92288.0,Dodoma d.o.o.,podravska
"TABOR, ZAČETEK VALVAZORJEVE",Prodaja,Stanovanje,trisobno,1975,,72.41,112000.0,Dodoma d.o.o.,podravska
"TABOR, ŽELEZNIČARSKA KOLONIJA",Prodaja,Stanovanje,dvoinpolsobno,2019,277.0,76.0,95000.0,Zasebna ponudba,podravska
"TABOR, ŽITNA ULICA",Prodaja,Poslovni prostor,Gostinski lokal,1920,,74.08,195000.0,"MOJ DOMEK, d.o.o., PE Grajski trg",podravska
TEZNO,Prodaja,Garaža,Vsi tipi,2012,16.0,16.0,7900.0,Zasebna ponudba,podravska
TEZNO,Prodaja,Stanovanje,enosobno,1965,,34.5,49900.0,"Agenti nepremičninsko posredovanje, d.o.o.",podravska
TEZNO,Prodaja,Stanovanje,enosobno,2008,,51.8,74200.0,"C-nep agencija, d.o.o.",podravska
TEZNO,Prodaja,Stanovanje,dvosobno,1960,756.0,54.0,96000.0,Zasebna ponudba,podravska
TEZNO,Prodaja,Poslovni prostor,Kombiniran prostor,1939,,54.2,180000.0,"C-nep agencija, d.o.o.",podravska
TEZNO,Prodaja,Stanovanje,dvosobno,1964,,54.22,77000.0,Zasebna ponudba,podravska
TEZNO,Prodaja,Stanovanje,dvoinpolsobno,1986,,55.0,78000.0,Zasebna ponudba,podravska
TEZNO,Prodaja,Stanovanje,dvosobno,1988,,57.3,87000.0,"RE/MAX Avenija, Nepremičnine Maribor d.o.o.",podravska
TEZNO,Prodaja,Poslovni prostor,Prostor za storitve,2012,,58.0,79990.0,"Agenti nepremičninsko posredovanje, d.o.o.",podravska
TEZNO,Prodaja,Stanovanje,dvosobno,2007,,58.2,83900.0,Zasebna ponudba,podravska
TEZNO,Prodaja,Hiša,Samostojna,1990,758.0,68.0,89000.0,"RE/MAX Avenija, Nepremičnine Maribor d.o.o.",podravska
TEZNO,Prodaja,Stanovanje,trisobno,2000,,87.25,139000.0,"Mojca nepremičnine, Galea Mojca Žižek s.p.",podravska
TEZNO,Prodaja,Stanovanje,trisobno,2000,,87.3,139000.0,"C-nep agencija, d.o.o.",podravska
TEZNO,Prodaja,Stanovanje,trisobno,2019,,94.0,99500.0,Zasebna ponudba,podravska
TEZNO,Prodaja,Stanovanje,trisobno,2019,,94.89,99500.0,"Sprogar nepremičnine d.o.o., PE Maribor",podravska
TEZNO,Prodaja,Stanovanje,trisobno,1950,,94.9,99500.0,"Mojca nepremičnine, Galea Mojca Žižek s.p.",podravska
TEZNO,Prodaja,Stanovanje,trisobno,1950,,105.0,108000.0,Atrium nepremičnine d.o.o.,podravska
TEZNO,Prodaja,Poslovni prostor,Ordinacija,2008,,107.7,42000.0,Anepremičnine d.o.o.,podravska
TEZNO,Prodaja,Hiša,Vrstna,1976,198.0,109.4,124000.0,"Agenti nepremičninsko posredovanje, d.o.o.",podravska
TEZNO,Prodaja,Hiša,Vrstna,1976,198.0,109.4,124000.0,Zasebna ponudba,podravska
TEZNO,Prodaja,Poslovni prostor,Gostinski lokal,1940,336.0,145.0,300000.0,"C-nep agencija, d.o.o.",podravska
TEZNO,Prodaja,Hiša,Samostojna,1969,369.0,193.6,165000.0,"RE/MAX Avenija, Nepremičnine Maribor d.o.o.",podravska
TEZNO,Prodaja,Hiša,Samostojna,1986,725.0,237.0,160000.0,"RE/MAX Avenija, Nepremičnine Maribor d.o.o.",podravska
TEZNO,Prodaja,Hiša,Samostojna,1989,533.0,239.7,390000.0,"INSA d.o.o., Europark Maribor",podravska
TEZNO,Prodaja,Poslovni prostor,Pisarna,1997,,254.7,279000.0,Dodoma d.o.o.,podravska
TEZNO,Prodaja,Poslovni prostor,Prostor za storitve,1997,,254.7,279000.0,Dodoma d.o.o.,podravska
TEZNO,Prodaja,Poslovni prostor,Kombiniran prostor,1997,,254.7,279000.0,"C-nep agencija, d.o.o.",podravska
TEZNO,Prodaja,Poslovni prostor,Neživilska trgovina,1993,,272.0,191000.0,"INVENTA NEPREMIČNINE, Tanja Koser s.p.",podravska
TEZNO,Prodaja,Poslovni prostor,Drugo,1978,1010.0,333.0,320000.0,"Agenti nepremičninsko posredovanje, d.o.o.",podravska
TEZNO,Prodaja,Poslovni prostor,Kombiniran prostor,2002,591.0,354.0,950000.0,Rocco nepremičnine d.o.o.,podravska
TEZNO,Prodaja,Hiša,Samostojna,2000,623.0,386.0,379500.0,"INSA d.o.o., Europark Maribor",podravska
TEZNO,Prodaja,Poslovni prostor,Kombiniran prostor,2000,623.0,386.7,379500.0,"INSA d.o.o., Europark Maribor",podravska
TEZNO,Prodaja,Poslovni prostor,Delavnica,1995,1783.0,584.0,790000.0,"C-nep agencija, d.o.o.",podravska
TEZNO,Prodaja,Poslovni prostor,Delavnica,1970,2925.0,2479.0,885000.0,"C-nep agencija, d.o.o.",podravska
"TEZNO, LEDINA",Prodaja,Hiša,Samostojna,1945,897.0,96.64,66000.0,"Gregorič - Istra, k.d.",podravska
"TEZNO, MARIBOR",Prodaja,Stanovanje,dvosobno,1990,,51.3,53000.0,"RE/MAX Avenija, Nepremičnine Maribor d.o.o.",podravska
"TEZNO, MARIBOR",Prodaja,Stanovanje,dvosobno,1989,,56.7,63000.0,"Idila nepremičnine, Damijan Kokol s.p.",podravska
"TEZNO, MARIBOR",Prodaja,Stanovanje,dvosobno,1989,,56.7,63000.0,"Idila nepremičnine, Damijan Kokol s.p.",podravska
"TEZNO, MARIBOR",Prodaja,Poslovni prostor,Kombiniran prostor,1999,,160.8,192600.0,"DOM-US, nepremičnine, d.o.o.",podravska
"TEZNO, MARIBOR",Prodaja,Poslovni prostor,Kombiniran prostor,1993,,272.0,219000.0,Rocco nepremičnine d.o.o.,podravska
"TEZNO, MARIBOR",Prodaja,Poslovni prostor,Večji poslovni kompleks,2009,,5997.0,8000000.0,"RE/MAX Avenija, Nepremičnine Maribor d.o.o.",podravska
"TEZNO, PRI ZAGREBŠKI CESTI",Prodaja,Poslovni prostor,Večji poslovni kompleks,2002,591.0,354.0,950000.0,"M nepremičnine, Milena Jančič s.p.",podravska
"TEZNO, PTUJSKA CESTA",Prodaja,Poslovni prostor,Gostinski lokal,1993,52.0,182.99,217000.0,"INSA d.o.o., Europark Maribor",podravska
"TEZNO, TEZENSKA DOBRAVA",Prodaja,Hiša,Vrstna,1985,205.0,109.0,114000.0,Zasebna ponudba,podravska
"TEZNO, ULICA HEROJA NANDETA 52, STRAŽUN",Prodaja,Stanovanje,trisobno,2005,,107.3,130000.0,Zasebna ponudba,podravska
TIBOLCI,Prodaja,Hiša,Samostojna,2007,2210.0,500.0,495000.0,"Nepremičninska družba d.o.o., PE RE/MAX Poetovio",podravska
TINJSKA GORA,Prodaja,Hiša,Samostojna,1994,764.0,94.0,79000.0,"Agenti nepremičninsko posredovanje, d.o.o.",podravska
"TRČOVA, MARIBOR",Prodaja,Hiša,Samostojna,1990,2480.0,130.1,129900.0,"Idila nepremičnine, Damijan Kokol s.p.",podravska
"TRDOBOJCI, V OBJEMU NARAVE",Prodaja,Hiša,Samostojna,1900,15937.0,34.0,17000.0,"M nepremičnine, Milena Jančič s.p.",podravska
TRGOVIŠČE,Prodaja,Hiša,Samostojna,1977,847.0,231.0,105000.0,Prips nepremičnine d.o.o.,podravska
TRNIČE,Prodaja,Hiša,Samostojna,2019,631.0,250.0,97500.0,Atrium nepremičnine d.o.o.,podravska
TRNOVSKA VAS,Prodaja,Hiša,Samostojna,2010,819.0,181.9,173500.0,Atrium nepremičnine d.o.o.,podravska
UGOVEC,Prodaja,Hiša,Samostojna,1986,5932.0,112.1,107000.0,"Nepremičninska družba, d.o.o., PE RE/MAX Premium",podravska
VAREJA,Prodaja,Hiša,Samostojna,1990,2698.0,131.7,97660.0,"Agenti nepremičninsko posredovanje, d.o.o.",podravska
VELIKA NEDELJA,Prodaja,Hiša,Samostojna,1888,31364.0,117.0,58000.0,"C-nep agencija, d.o.o.",podravska
VELIKA VARNICA,Prodaja,Hiša,Samostojna,1995,11866.0,102.0,89900.0,"SM nepremičnine, Aleksandra Bezjak s.p.",podravska
"VELIKA VARNICA, MIRNA IN UREJENA OKOLICA",Prodaja,Hiša,Samostojna,1995,21266.0,102.0,89900.0,"Nepremičninska družba d.o.o., PE RE/MAX Poetovio",podravska
VELIKI BREBROVNIK,Prodaja,Počitniški objekt,Hiša,1990,11217.0,90.0,84999.0,"Nepremičnine SV, Tomaž Poredoš s.p.",podravska
"VELIKI BREBROVNIK, 89",Prodaja,Hiša,Samostojna,1947,291.0,291.0,16000.0,Zasebna ponudba,podravska
VELIKI VRH,Prodaja,Vikend,Zidan,1994,4153.0,43.0,24800.0,"SM nepremičnine, Aleksandra Bezjak s.p.",podravska
VELIKI VRH,Prodaja,Vikend,Zidan,1974,2709.0,45.0,22000.0,"Nepremičninska družba d.o.o., PE RE/MAX Poetovio",podravska
VELIKI VRH,Prodaja,Hiša,Dvostanovanjska,1985,9227.0,352.0,265000.0,"PE DUAL nepremičnine, Urška Lebreht s.p.",podravska
"VELIKI VRH, MIRNA LOKACIJA",Prodaja,Vikend,Bivalen,1982,2805.0,83.6,62000.0,"Nepremičninska družba d.o.o., PE RE/MAX Poetovio",podravska
"VIČANCI, VIČANSKI VRH",Prodaja,Vikend,Bivalen,1985,,106.0,44000.0,Zasebna ponudba,podravska
VIDEM PRI PTUJU,Prodaja,Hiša,Samostojna,1958,792.0,98.1,39900.0,"Nepremičninska družba d.o.o., PE RE/MAX Poetovio",podravska
VIDEM PRI PTUJU,Prodaja,Stanovanje,trisobno,2003,,103.6,89000.0,"Nepremičninska družba d.o.o., PE RE/MAX Poetovio",podravska
"VIDEM PRI PTUJU, BLIZU CENTRA",Prodaja,Hiša,Samostojna,1890,8752.0,72.0,36100.0,"Dividenda d.o.o., PE Ptuj",podravska
"VIDEM PRI PTUJU, CENTER VIDMA",Prodaja,Stanovanje,garsonjera,2010,,38.5,37000.0,"Dividenda d.o.o., PE Ptuj",podravska
"VIDEM PRI PTUJU, V SREDIŠČU VASI",Prodaja,Stanovanje,trisobno,2003,,103.6,89000.0,"M nepremičnine, Milena Jančič s.p.",podravska
VINARJE,Prodaja,Vikend,Zidan,1980,,60.0,33000.0,Zasebna ponudba,podravska
VINARJE,Prodaja,Hiša,Samostojna,1808,22554.0,144.3,99990.0,"RE/MAX Avenija, Nepremičnine Maribor d.o.o.",podravska
VINTAROVCI,Prodaja,Hiša,Samostojna,1900,6000.0,70.0,19000.0,"Nepremičninska družba d.o.o., PE RE/MAX Poetovio",podravska
VINTAROVCI,Prodaja,Hiša,Samostojna,1929,7178.0,99.5,58000.0,"Nepremičninska družba d.o.o., PE RE/MAX Poetovio",podravska
VINTAROVCI,Prodaja,Hiša,Samostojna,1978,,192.0,119000.0,"SM nepremičnine, Aleksandra Bezjak s.p.",podravska
VINTAROVCI,Prodaja,Hiša,Samostojna,1996,2662.0,215.0,229000.0,"M nepremičnine, Milena Jančič s.p.",podravska
VISOLE,Prodaja,Vikend,Bivalen,1990,1274.0,50.0,55000.0,"PE DUAL nepremičnine, Urška Lebreht s.p.",podravska
VISOLE,Prodaja,Posest,Zazidljiva,1976,,50.9,36000.0,"Agenti nepremičninsko posredovanje, d.o.o.",podravska
VISOLE,Prodaja,Hiša,Samostojna,1975,1606.0,90.0,69000.0,Zoro d.o.o.,podravska
VISOLE,Prodaja,Hiša,Samostojna,2003,10956.0,774.7,350000.0,"RE/MAX Avenija, Nepremičnine Maribor d.o.o.",podravska
"VISOLE, NAD SLOVENSKO BISTRICO",Prodaja,Hiša,Samostojna,1991,1500.0,182.0,86000.0,Zasebna ponudba,podravska
VRANJI VRH,Prodaja,Stanovanje,triinpolsobno,1958,,86.0,76260.0,"BR nepremičnine,d.o.o.",podravska
VRANJI VRH,Prodaja,Hiša,Samostojna,1957,17096.0,91.0,59000.0,"RE/MAX Avenija, Nepremičnine Maribor d.o.o.",podravska
VRANJI VRH,Prodaja,Hiša,Samostojna,1989,2821.0,135.0,85000.0,Atrium nepremičnine d.o.o.,podravska
VRANJI VRH,Prodaja,Hiša,Samostojna,1965,1438.0,150.0,80000.0,"C-nep agencija, d.o.o.",podravska
VRANJI VRH,Prodaja,Hiša,Samostojna,1965,1200.0,180.0,130000.0,Zasebna ponudba,podravska
VUKOVSKI DOL,Prodaja,Hiša,Samostojna,2018,6747.0,220.0,83000.0,MEZANIN PRO nepremičnine d.o.o.,podravska
VUKOVSKI DOL,Prodaja,Hiša,Samostojna,1983,18284.0,614.4,500000.0,"MOJ DOMEK, d.o.o., PE Grajski trg",podravska
VURBERK,Prodaja,Hiša,Samostojna,1965,1751.0,137.0,74900.0,"Idila nepremičnine, Damijan Kokol s.p.",podravska
"VURBERK, KRČEVINA PRI VURBERKU 7B",Prodaja,Počitniški objekt,Vikend,2004,,1132.0,39.0,Zasebna ponudba,podravska
ZAGORCI,Prodaja,Hiša,Samostojna,1995,3000.0,118.7,119000.0,"Nepremičninska družba d.o.o., pe RE/MAX Poetovio",podravska
ZAMUŠANI,Prodaja,Hiša,Samostojna,1982,4254.0,258.0,119000.0,"SM nepremičnine, Aleksandra Bezjak s.p.",podravska
ZAVRČ,Prodaja,Posest,Kmetija,1915,42023.0,347.7,99900.0,"DUTB, d.d.",podravska
"ZAVRČ, GOSPODARSKI OBJEKT",Prodaja,Hiša,Drugo,1967,2144.0,180.0,15000.0,"Dividenda d.o.o., PE Ptuj",podravska
"ZAVRČ, RAVNINSKO",Prodaja,Hiša,Samostojna,1957,2584.0,115.0,65000.0,"Dividenda d.o.o., PE Ptuj",podravska
ZGORNJA HAJDINA,Prodaja,Stanovanje,trisobno,1990,,82.5,115000.0,Zasebna ponudba,podravska
ZGORNJA HAJDINA,Prodaja,Hiša,Dvostanovanjska,1968,1017.0,220.0,78000.0,"Dividenda d.o.o., PE Ptuj",podravska
ZGORNJA HAJDINA,Prodaja,Hiša,Samostojna,1820,2177.0,220.0,78000.0,"Dividenda d.o.o., PE Ptuj",podravska
ZGORNJA HAJDINA,Prodaja,Hiša,Samostojna,2019,505.0,270.0,189900.0,Brigita Peršoh Bezjak s.p.,podravska
ZGORNJA HAJDINA,Prodaja,Hiša,Samostojna,1978,2298.0,320.0,170000.0,"M nepremičnine, Milena Jančič s.p.",podravska
"ZGORNJA HAJDINA, BLIZU AVTOCESTE",Prodaja,Hiša,Samostojna,1909,2124.0,120.0,79000.0,"Dividenda d.o.o., PE Ptuj",podravska
"ZGORNJA HAJDINA, BLIZU AVTOCESTE",Prodaja,Poslovni prostor,Kombiniran prostor,1978,2298.0,600.0,170000.0,"Dividenda d.o.o., PE Ptuj",podravska
"ZGORNJA HAJDINA, BLIZU AVTOCESTE",Prodaja,Poslovni prostor,Kombiniran prostor,1999,2500.0,1460.0,990000.0,"Dividenda d.o.o., PE Ptuj",podravska
"ZGORNJA HAJDINA, ODLIČNA LOKACIJA",Prodaja,Poslovni prostor,Prostor za storitve,1997,275.0,101.5,70000.0,"M nepremičnine, Milena Jančič s.p.",podravska
"ZGORNJA HAJDINA, PTUJ, OKOLICA",Prodaja,Hiša,Dvojček,2019,405.0,119.6,139900.0,"M nepremičnine, Milena Jančič s.p.",podravska
"ZGORNJA HAJDINA, PTUJ, OKOLICA",Prodaja,Hiša,Dvojček,2019,308.0,119.6,135900.0,"M nepremičnine, Milena Jančič s.p.",podravska
ZGORNJA KORENA,Prodaja,Hiša,Samostojna,2001,1155.0,133.0,94000.0,Zasebna ponudba,podravska
ZGORNJA KORENA,Prodaja,Hiša,Samostojna,1998,7505.0,212.0,135000.0,"Sprogar nepremičnine d.o.o., PE Maribor",podravska
ZGORNJA KORENA,Prodaja,Hiša,Samostojna,1994,7624.0,212.0,135000.0,"Idila nepremičnine, Damijan Kokol s.p.",podravska
ZGORNJA KORENA,Prodaja,Hiša,Samostojna,1998,3949.0,429.9,295000.0,"RE/MAX Avenija, Nepremičnine Maribor d.o.o.",podravska
ZGORNJA KUNGOTA,Prodaja,Počitniški objekt,Vikend,1995,1553.0,61.68,35000.0,"C-nep agencija, d.o.o.",podravska
ZGORNJA KUNGOTA,Prodaja,Hiša,Dvojček,2020,556.0,135.0,146000.0,"INSA d.o.o., Europark Maribor",podravska
ZGORNJA KUNGOTA,Prodaja,Hiša,Samostojna,2016,524.0,196.9,280000.0,"RE/MAX Avenija, Nepremičnine Maribor d.o.o.",podravska
ZGORNJA KUNGOTA,Prodaja,Hiša,Drugo,1960,486.0,206.8,135000.0,"MOJ DOMEK, d.o.o., PE Grajski trg",podravska
ZGORNJA KUNGOTA,Prodaja,Hiša,Samostojna,2002,943.0,240.0,260000.0,"Nepremičnine, Košir Branka s.p.",podravska
ZGORNJA KUNGOTA,Prodaja,Hiša,Samostojna,2002,838.0,263.0,235000.0,"MOJ DOMEK, d.o.o., PE Grajski trg",podravska
ZGORNJA KUNGOTA,Prodaja,Hiša,Drugo,1826,91259.0,263.5,195000.0,"C-nep agencija, d.o.o.",podravska
ZGORNJA KUNGOTA,Prodaja,Hiša,Samostojna,1996,580.0,439.0,310000.0,MEZANIN PRO nepremičnine d.o.o.,podravska
ZGORNJA KUNGOTA,Prodaja,Hiša,Dvostanovanjska,2001,764.0,739.5,690000.0,"C-nep agencija, d.o.o.",podravska
"ZGORNJA KUNGOTA, SPODNJA",Prodaja,Hiša,Samostojna,1982,2386.0,254.6,111800.0,24nep d.o.o.,podravska
"ZGORNJA KUNGOTA, SVEČINA, IDILIČNA LOKACIJA",Prodaja,Vikend,Bivalen,1996,951.0,79.9,69900.0,"INSA d.o.o., Europark Maribor",podravska
"ZGORNJA KUNGOTA, SVEČINA, MIRNA IN SONČNA LOKACIJ",Prodaja,Hiša,Samostojna,1996,951.0,79.9,69900.0,"INSA d.o.o., Europark Maribor",podravska
ZGORNJA POLSKAVA,Prodaja,Hiša,Dvojček,1920,232.0,112.8,87000.0,"Agenti nepremičninsko posredovanje, d.o.o.",podravska
ZGORNJA POLSKAVA,Prodaja,Hiša,Samostojna,2019,1851.0,140.0,149000.0,Zasebna ponudba,podravska
ZGORNJA POLSKAVA,Prodaja,Hiša,Samostojna,1977,880.0,186.3,230000.0,"MOJ DOMEK, d.o.o., PE Grajski trg",podravska
ZGORNJA POLSKAVA,Prodaja,Hiša,Dvostanovanjska,1999,5075.0,216.4,155000.0,"Agenti nepremičninsko posredovanje, d.o.o.",podravska
ZGORNJA POLSKAVA,Prodaja,Hiša,Samostojna,1950,500.0,240.0,123000.0,Hiša nepremičnine 1 d.o.o.,podravska
ZGORNJA POLSKAVA,Prodaja,Hiša,Samostojna,2019,996.0,246.39,260000.0,"Mojca nepremičnine, Galea Mojca Žižek s.p.",podravska
ZGORNJA POLSKAVA,Prodaja,Hiša,Samostojna,2019,996.0,246.39,235000.0,"Mojca nepremičnine, Galea Mojca Žižek s.p.",podravska
ZGORNJA POLSKAVA,Prodaja,Hiša,Samostojna,2020,996.0,246.39,248000.0,"RE/MAX Avenija, Nepremičnine Maribor d.o.o.",podravska
ZGORNJA POLSKAVA,Prodaja,Hiša,Samostojna,2019,996.0,246.39,235000.0,K2 finance d.o.o.,podravska
ZGORNJA POLSKAVA,Prodaja,Hiša,Samostojna,2006,1241.0,252.0,229990.0,Agencija i3 d.o.o.,podravska
ZGORNJA POLSKAVA,Prodaja,Hiša,Samostojna,2006,1241.0,252.3,250000.0,"Aeon nepremičnine, d.o.o., Century 21 Emona",podravska
ZGORNJA POLSKAVA,Prodaja,Hiša,Samostojna,1977,842.0,272.1,135000.0,"Maryland, nepremičnine d.o.o.",podravska
ZGORNJA POLSKAVA,Prodaja,Hiša,Samostojna,1977,842.0,272.1,135000.0,"C-nep agencija, d.o.o.",podravska
ZGORNJA POLSKAVA,Prodaja,Hiša,Samostojna,2019,996.0,320.0,250000.0,"Agenti nepremičninsko posredovanje, d.o.o.",podravska
ZGORNJA POLSKAVA,Prodaja,Hiša,Samostojna,1971,700.0,330.0,250000.0,Zoro d.o.o.,podravska
ZGORNJA POLSKAVA,Prodaja,Hiša,Samostojna,1993,1377.0,341.2,285000.0,"C-nep agencija, d.o.o.",podravska
"ZGORNJA POLSKAVA, BUKOVEC",Prodaja,Hiša,Samostojna,1950,2500.0,150.0,160000.0,Zasebna ponudba,podravska
"ZGORNJA POLSKAVA, ŠOLSKA ULICA 2",Prodaja,Hiša,Samostojna,1970,,272.57,89171.48,Raiffeisenbank Eberndorf reg. Gen.m.b.H.,podravska
ZGORNJA PRISTAVA,Prodaja,Hiša,Samostojna,1950,3423.0,86.5,59000.0,"Nepremičninska družba d.o.o., PE RE/MAX Poetovio",podravska
"ZGORNJA PRISTAVA, V NARAVI",Prodaja,Vikend,Zidan,1991,2352.0,99.0,22900.0,"Nepremičnine Ptuj, d.o.o.",podravska
ZGORNJA SELNICA,Prodaja,Hiša,Samostojna,1953,623.0,63.5,99000.0,"PE DUAL nepremičnine, Urška Lebreht s.p.",podravska
ZGORNJA SELNICA,Prodaja,Stanovanje,dvosobno,1938,,74.6,60000.0,"Agenti nepremičninsko posredovanje, d.o.o.",podravska
ZGORNJA SELNICA,Prodaja,Hiša,Samostojna,1981,804.0,119.4,95000.0,"MOJ DOMEK, d.o.o., PE Grajski trg",podravska
ZGORNJA SENARSKA,Prodaja,Hiša,Samostojna,2019,1177.0,125.0,186863.74,Atrium nepremičnine d.o.o.,podravska
ZGORNJA SENARSKA,Prodaja,Hiša,Samostojna,2019,624.0,125.0,158418.03,Atrium nepremičnine d.o.o.,podravska
ZGORNJA SENARSKA,Prodaja,Hiša,Samostojna,2019,653.0,125.0,159624.72,Atrium nepremičnine d.o.o.,podravska
ZGORNJA SENARSKA,Prodaja,Hiša,Samostojna,2019,763.0,125.0,164343.43,Atrium nepremičnine d.o.o.,podravska
ZGORNJA SENARSKA,Prodaja,Hiša,Samostojna,2019,606.0,125.0,157710.66,Atrium nepremičnine d.o.o.,podravska
